Año,Total,Código Provincia,ID_Grupo_Edad,Id_Nacional_Extranjero,ID_Sexo
2021,414,23,3,2,1
2020,369,23,3,2,1
2019,335,23,3,2,1
2021,429,23,3,2,2
2020,382,23,3,2,2
2019,346,23,3,2,2
2021,24361,24,1,1,1
2020,24920,24,1,1,1
2019,25452,24,1,1,1
2021,23011,24,1,1,2
2020,23546,24,1,1,2
2019,24195,24,1,1,2
2021,1472,24,1,2,1
2020,1540,24,1,2,1
2019,1426,24,1,2,1
2021,1350,24,1,2,2
2020,1388,24,1,2,2
2019,1310,24,1,2,2
2021,131790,24,2,1,1
2020,133505,24,2,1,1
2019,135742,24,2,1,1
2021,128735,24,2,1,2
2020,130098,24,2,1,2
2019,132010,24,2,1,2
2021,7783,24,2,2,1
2020,7831,24,2,2,1
2019,7469,24,2,2,1
2021,8479,24,2,2,2
2020,8503,24,2,2,2
2019,8010,24,2,2,2
2021,53623,24,3,1,1
2020,53632,24,3,1,1
2019,53261,24,3,1,1
2021,69955,24,3,1,2
2020,70393,24,3,1,2
2019,70232,24,3,1,2
2021,503,24,3,2,1
2020,476,24,3,2,1
2019,394,24,3,2,1
2021,644,24,3,2,2
2020,607,24,3,2,2
2019,500,24,3,2,2
2021,28030,25,1,1,1
2020,28437,25,1,1,1
2019,28783,25,1,1,1
2021,26824,25,1,1,2
2020,27246,25,1,1,2
2019,27569,25,1,1,2
2021,7536,25,1,2,1
2020,7428,25,1,2,1
2019,7067,25,1,2,1
2021,6948,25,1,2,2
2020,6810,25,1,2,2
2019,6464,25,1,2,2
2021,112903,25,2,1,1
2020,112990,25,2,1,1
2019,113309,25,2,1,1
2021,106731,25,2,1,2
2020,106669,25,2,1,2
2019,107028,25,2,1,2
2021,37523,25,2,2,1
2020,36665,25,2,2,1
2019,34510,25,2,2,1
2021,27396,25,2,2,2
2020,27110,25,2,2,2
2019,26048,25,2,2,2
2021,37246,25,3,1,1
2020,36992,25,3,1,1
2019,36525,25,3,1,1
2021,46601,25,3,1,2
2020,46350,25,3,1,2
2019,46074,25,3,1,2
2021,918,25,3,2,1
2020,811,25,3,2,1
2019,684,25,3,2,1
2021,1071,25,3,2,2
2020,1009,25,3,2,2
2019,869,25,3,2,2
2021,16550,27,1,1,1
2020,16811,27,1,1,1
2019,17022,27,1,1,1
2021,15987,27,1,1,2
2020,16158,27,1,1,2
2019,16504,27,1,1,2
2021,1188,27,1,2,1
2020,1188,27,1,2,1
2019,1046,27,1,2,1
2021,1187,27,1,2,2
2020,1183,27,1,2,2
2019,1095,27,1,2,2
2021,90821,27,2,1,1
2020,91988,27,2,1,1
2019,93522,27,2,1,1
2021,90412,27,2,1,2
2020,91331,27,2,1,2
2019,92561,27,2,1,2
2021,6740,27,2,2,1
2020,6600,27,2,2,1
2019,6073,27,2,2,1
2021,6629,27,2,2,2
2020,6468,27,2,2,2
2019,5760,27,2,2,2
2021,42259,27,3,1,1
2020,41937,27,3,1,1
2019,41749,27,3,1,1
2021,53471,27,3,1,2
2020,53568,27,3,1,2
2019,53645,27,3,1,2
2021,334,27,3,2,1
2020,318,27,3,2,1
2019,274,27,3,2,1
2021,435,27,3,2,2
2020,396,27,3,2,2
2019,336,27,3,2,2
2021,474314,28,1,1,1
2020,486075,28,1,1,1
2019,490790,28,1,1,1
2021,450470,28,1,1,2
2020,460860,28,1,1,2
2019,465776,28,1,1,2
2021,69960,28,1,2,1
2020,70360,28,1,2,1
2019,66003,28,1,2,1
2021,66546,28,1,2,2
2020,66970,28,1,2,2
2019,62715,28,1,2,2
2021,1816835,28,2,1,1
2020,1819532,28,2,1,1
2019,1802900,28,2,1,1
2021,1882170,28,2,1,2
2020,1887871,28,2,1,2
2019,1874951,28,2,1,2
2021,365625,28,2,2,1
2020,365376,28,2,2,1
2019,337049,28,2,2,1
2021,412235,28,2,2,2
2020,414106,28,2,2,2
2019,382171,28,2,2,2
2021,487169,28,3,1,1
2020,487396,28,3,1,1
2019,477538,28,3,1,1
2021,685171,28,3,1,2
2020,682440,28,3,1,2
2019,669620,28,3,1,2
2021,15797,28,3,2,1
2020,15054,28,3,2,1
2019,13032,28,3,2,1
2021,24959,28,3,2,2
2020,23848,28,3,2,2
2019,20849,28,3,2,2
2021,123113,29,1,1,1
2020,125153,29,1,1,1
2019,126511,29,1,1,1
2021,116610,29,1,1,2
2020,118457,29,1,1,2
2019,120099,29,1,1,2
2021,17393,29,1,2,1
2020,17817,29,1,2,1
2019,16675,29,1,2,1
2021,16519,29,1,2,2
2020,16807,29,1,2,2
2019,15696,29,1,2,2
2021,463676,29,2,1,1
2020,461337,29,2,1,1
2019,459456,29,2,1,1
2021,466559,29,2,1,2
2020,464026,29,2,1,2
2019,461876,29,2,1,2
2021,90555,29,2,2,1
2020,89334,29,2,2,1
2019,83671,29,2,2,1
2021,99045,29,2,2,2
2020,98001,29,2,2,2
2019,91250,29,2,2,2
2021,110561,29,3,1,1
2020,107671,29,3,1,1
2019,104967,29,3,1,1
2021,142131,29,3,1,2
2020,139070,29,3,1,2
2019,135723,29,3,1,2
2021,24678,29,3,2,1
2020,24138,29,3,2,1
2019,23069,29,3,2,1
2021,24811,29,3,2,2
2020,24109,29,3,2,2
2019,22792,29,3,2,2
2021,118916,30,1,1,1
2020,119696,30,1,1,1
2019,120792,30,1,1,1
2021,112152,30,1,1,2
2020,113104,30,1,1,2
2019,113863,30,1,1,2
2021,20462,30,1,2,1
2020,21183,30,1,2,1
2019,20754,30,1,2,1
2021,19106,30,1,2,2
2020,19789,30,1,2,2
2019,19343,30,1,2,2
2021,422552,30,2,1,1
2020,419811,30,2,1,1
2019,417277,30,2,1,1
2021,416001,30,2,1,2
2020,413394,30,2,1,2
2019,411070,30,2,1,2
2021,91635,30,2,2,1
2020,91323,30,2,2,1
2019,86403,30,2,2,1
2021,75351,30,2,2,2
2020,74984,30,2,2,2
2019,70993,30,2,2,2
2021,98785,30,3,1,1
2020,97138,30,3,1,1
2019,95419,30,3,1,1
2021,127756,30,3,1,2
2020,125891,30,3,1,2
2019,124238,30,3,1,2
2021,8012,30,3,2,1
2020,7548,30,3,2,1
2019,6970,30,3,2,1
2021,7758,30,3,2,2
2020,7390,30,3,2,2
2019,6776,30,3,2,2
2021,48073,31,1,1,1
2020,49000,31,1,1,1
2019,49598,31,1,1,1
2021,45784,31,1,1,2
2020,46557,31,1,1,2
2019,47212,31,1,1,2
2021,6609,31,1,2,1
2020,6530,31,1,2,1
2019,5860,31,1,2,1
2021,6326,31,1,2,2
2020,6175,31,1,2,2
2019,5596,31,1,2,2
2021,185854,31,2,1,1
2020,185754,31,2,1,1
2019,185837,31,2,1,1
2021,180944,31,2,1,2
2020,180976,31,2,1,2
2019,181003,31,2,1,2
2021,28431,31,2,2,1
2020,28174,31,2,2,1
2019,25721,31,2,2,1
2021,27575,31,2,2,2
2020,27384,31,2,2,2
2019,24996,31,2,2,2
2021,57493,31,3,1,1
2020,56823,31,3,1,1
2019,55790,31,3,1,1
2021,71948,31,3,1,2
2020,71421,31,3,1,2
2019,70555,31,3,1,2
2021,1005,31,3,2,1
2020,945,31,3,2,1
2019,825,31,3,2,1
2021,1495,31,3,2,2
2020,1458,31,3,2,2
2019,1221,31,3,2,2
2021,15483,32,1,1,1
2020,15616,32,1,1,1
2019,15912,32,1,1,1
2021,14520,32,1,1,2
2020,14728,32,1,1,2
2019,15031,32,1,1,2
2021,893,32,1,2,1
2020,915,32,1,2,1
2019,808,32,1,2,1
2021,909,32,1,2,2
2020,926,32,1,2,2
2019,806,32,1,2,2
2021,82085,32,2,1,1
2020,82742,32,2,1,1
2019,83723,32,2,1,1
2021,82030,32,2,1,2
2020,82578,32,2,1,2
2019,83439,32,2,1,2
2021,6056,32,2,2,1
2020,5899,32,2,2,1
2019,5431,32,2,2,1
2021,6780,32,2,2,2
2020,6565,32,2,2,2
2019,5957,32,2,2,2
2021,41321,32,3,1,1
2020,41292,32,3,1,1
2019,41100,32,3,1,1
2021,53727,32,3,1,2
2020,54061,32,3,1,2
2019,54275,32,3,1,2
2021,657,32,3,2,1
2020,614,32,3,2,1
2019,548,32,3,2,1
2021,762,32,3,2,2
2020,714,32,3,2,2
2019,621,32,3,2,2
2021,9054,34,1,1,1
2020,9190,34,1,1,1
2019,9313,34,1,1,1
2021,8565,34,1,1,2
2020,8691,34,1,1,2
2019,8824,34,1,1,2
2021,684,34,1,2,1
2020,668,34,1,2,1
2019,637,34,1,2,1
2021,582,34,1,2,2
2020,576,34,1,2,2
2019,544,34,1,2,2
2021,47648,34,2,1,1
2020,48424,34,2,1,1
2019,49271,34,2,1,1
2021,45232,34,2,1,2
2020,45775,34,2,1,2
2019,46324,34,2,1,2
2021,2798,34,2,2,1
2020,2742,34,2,2,1
2019,2497,34,2,2,1
2021,3008,34,2,2,2
2020,2947,34,2,2,2
2019,2736,34,2,2,2
2021,18547,34,3,1,1
2020,18328,34,3,1,1
2019,18001,34,3,1,1
2021,22750,34,3,1,2
2020,22747,34,3,1,2
2019,22635,34,3,1,2
2021,110,34,3,2,1
2020,105,34,3,2,1
2019,89,34,3,2,1
2021,145,34,3,2,2
2020,128,34,3,2,2
2019,109,34,3,2,2
2021,70933,35,1,1,1
2020,73519,35,1,1,1
2019,75372,35,1,1,1
2021,67356,35,1,1,2
2020,69908,35,1,1,2
2019,71684,35,1,1,2
2021,8373,35,1,2,1
2020,8631,35,1,2,1
2019,8237,35,1,2,1
2021,7850,35,1,2,2
2020,8107,35,1,2,2
2019,7596,35,1,2,2
2021,346141,35,2,1,1
2020,345855,35,2,1,1
2019,345185,35,2,1,1
2021,338691,35,2,1,2
2020,338171,35,2,1,2
2019,337078,35,2,1,2
2021,55196,35,2,2,1
2020,56518,35,2,2,1
2019,53292,35,2,2,1
2021,55903,35,2,2,2
2020,57378,35,2,2,2
2019,54195,35,2,2,2
2021,72359,35,3,1,1
2020,70125,35,3,1,1
2019,68092,35,3,1,1
2021,89161,35,3,1,2
2020,86766,35,3,1,2
2019,84435,35,3,1,2
2021,8279,35,3,2,1
2020,8046,35,3,2,1
2019,7596,35,3,2,1
2021,8297,35,3,2,2
2020,8041,35,3,2,2
2019,7644,35,3,2,2
2021,62554,36,1,1,1
2020,63861,36,1,1,1
2019,64843,36,1,1,1
2021,58437,36,1,1,2
2020,59559,36,1,1,2
2019,60598,36,1,1,2
2021,2239,36,1,2,1
2020,2254,36,1,2,1
2019,1983,36,1,2,1
2021,2214,36,1,2,2
2020,2249,36,1,2,2
2019,1951,36,1,2,2
2021,283575,36,2,1,1
2020,284400,36,2,1,1
2019,285445,36,2,1,1
2021,285567,36,2,1,2
2020,286751,36,2,1,2
2019,288237,36,2,1,2
2021,14751,36,2,2,1
2020,14646,36,2,2,1
2019,13405,36,2,2,1
2021,16113,36,2,2,2
2020,15996,36,2,2,2
2019,14331,36,2,2,2
2021,91569,36,3,1,1
2020,90078,36,3,1,1
2019,88510,36,3,1,1
2021,124555,36,3,1,2
2020,122959,36,3,1,2
2019,121026,36,3,1,2
2021,1222,36,3,2,1
2020,1213,36,3,2,1
2019,1100,36,3,2,1
2021,1479,36,3,2,2
2020,1442,36,3,2,2
2019,1236,36,3,2,2
2021,20868,26,1,1,1
2020,21255,26,1,1,1
2019,21517,26,1,1,1
2021,19687,26,1,1,2
2020,20162,26,1,1,2
2019,20443,26,1,1,2
2021,4088,26,1,2,1
2020,4014,26,1,2,1
2019,3757,26,1,2,1
2021,3801,26,1,2,2
2020,3695,26,1,2,2
2019,3431,26,1,2,2
2021,87004,26,2,1,1
2020,87204,26,2,1,1
2019,87288,26,2,1,1
2021,84910,26,2,1,2
2020,85079,26,2,1,2
2019,85174,26,2,1,2
2021,15688,26,2,2,1
2020,15436,26,2,2,1
2019,14230,26,2,2,1
2021,15914,26,2,2,2
2020,15748,26,2,2,2
2019,14709,26,2,2,2
2021,29641,26,3,1,1
2020,29433,26,3,1,1
2019,28957,26,3,1,1
2021,36795,26,3,1,2
2020,36571,26,3,1,2
2019,36189,26,3,1,2
2021,534,26,3,2,1
2020,493,26,3,2,1
2019,430,26,3,2,1
2021,866,26,3,2,2
2020,824,26,3,2,2
2019,673,26,3,2,2
2021,19175,37,1,1,1
2020,19531,37,1,1,1
2019,19952,37,1,1,1
2021,18017,37,1,1,2
2020,18446,37,1,1,2
2019,18782,37,1,1,2
2021,981,37,1,2,1
2020,984,37,1,2,1
2019,909,37,1,2,1
2021,1088,37,1,2,2
2020,1056,37,1,2,2
2019,949,37,1,2,2
2021,94346,37,2,1,1
2020,94954,37,2,1,1
2019,96188,37,2,1,1
2021,93439,37,2,1,2
2020,93834,37,2,1,2
2019,94798,37,2,1,2
2021,5807,37,2,2,1
2020,5675,37,2,2,1
2019,4977,37,2,2,1
2021,6669,37,2,2,2
2020,6468,37,2,2,2
2019,5827,37,2,2,2
2021,38255,37,3,1,1
2020,38478,37,3,1,1
2019,38065,37,3,1,1
2021,48837,37,3,1,2
2020,49109,37,3,1,2
2019,49047,37,3,1,2
2021,310,37,3,2,1
2020,307,37,3,2,1
2019,273,37,3,2,1
2021,414,37,3,2,2
2020,403,37,3,2,2
2019,352,37,3,2,2
2021,63933,38,1,1,1
2020,65611,38,1,1,1
2019,66718,38,1,1,1
2021,60617,38,1,1,2
2020,62298,38,1,1,2
2019,63293,38,1,1,2
2021,8270,38,1,2,1
2020,8587,38,1,2,1
2019,8387,38,1,2,1
2021,7880,38,1,2,2
2020,8258,38,1,2,2
2019,7986,38,1,2,2
2021,307283,38,2,1,1
2020,307166,38,2,1,1
2019,305903,38,2,1,1
2021,305648,38,2,1,2
2020,305179,38,2,1,2
2019,304078,38,2,1,2
2021,52369,38,2,2,1
2020,53491,38,2,2,1
2019,50746,38,2,2,1
2021,55242,38,2,2,2
2020,56153,38,2,2,2
2019,52960,38,2,2,2
2021,71284,38,3,1,1
2020,69281,38,3,1,1
2019,67350,38,3,1,1
2021,91712,38,3,1,2
2020,89531,38,3,1,2
2019,87167,38,3,1,2
2021,9760,38,3,2,1
2020,9355,38,3,2,1
2019,9093,38,3,2,1
2021,10407,38,3,2,2
2020,9977,38,3,2,2
2019,9302,38,3,2,2
2021,9134,40,1,1,1
2020,9180,40,1,1,1
2019,9365,40,1,1,1
2021,8681,40,1,1,2
2020,8708,40,1,1,2
2019,8795,40,1,1,2
2021,1693,40,1,2,1
2020,1746,40,1,2,1
2019,1666,40,1,2,1
2021,1595,40,1,2,2
2020,1631,40,1,2,2
2019,1578,40,1,2,2
2021,43716,40,2,1,1
2020,43541,40,2,1,1
2019,43835,40,2,1,1
2021,40104,40,2,1,2
2020,39784,40,2,1,2
2019,40081,40,2,1,2
2021,6846,40,2,2,1
2020,6839,40,2,2,1
2019,6385,40,2,2,1
2021,7261,40,2,2,2
2020,7170,40,2,2,2
2019,6729,40,2,2,2
2021,15425,40,3,1,1
2020,15484,40,3,1,1
2019,15363,40,3,1,1
2021,18581,40,3,1,2
2020,18816,40,3,1,2
2019,18826,40,3,1,2
2021,257,40,3,2,1
2020,243,40,3,2,1
2019,199,40,3,2,1
2021,370,40,3,2,2
2020,336,40,3,2,2
2019,307,40,3,2,2
2021,165644,41,1,1,1
2020,168975,41,1,1,1
2019,171561,41,1,1,1
2021,156142,41,1,1,2
2020,159568,41,1,1,2
2019,162100,41,1,1,2
2021,5323,41,1,2,1
2020,5397,41,1,2,1
2019,4855,41,1,2,1
2021,5177,41,1,2,2
2020,5264,41,1,2,2
2019,4736,41,1,2,2
2021,609628,41,2,1,1
2020,610721,41,2,1,1
2019,610696,41,2,1,1
2021,610730,41,2,1,2
2020,611500,41,2,1,2
2019,611468,41,2,1,2
2021,29313,41,2,2,1
2020,28753,41,2,2,1
2019,26052,41,2,2,1
2021,34223,41,2,2,2
2020,33535,41,2,2,2
2019,30308,41,2,2,2
2021,139710,41,3,1,1
2020,137422,41,3,1,1
2019,134760,41,3,1,1
2021,188472,41,3,1,2
2020,185746,41,3,1,2
2019,182917,41,3,1,2
2021,1465,41,3,2,1
2020,1427,41,3,2,1
2019,1288,41,3,2,1
2021,2025,41,3,2,2
2020,1911,41,3,2,2
2019,1648,41,3,2,2
2021,5096,42,1,1,1
2020,5172,42,1,1,1
2019,5212,42,1,1,1
2021,4791,42,1,1,2
2020,4877,42,1,1,2
2019,4999,42,1,1,2
2021,808,42,1,2,1
2020,755,42,1,2,1
2019,680,42,1,2,1
2021,767,42,1,2,2
2020,724,42,1,2,2
2019,672,42,1,2,2
2021,25008,42,2,1,1
2020,25112,42,2,1,1
2019,25370,42,2,1,1
2021,22895,42,2,1,2
2020,22933,42,2,1,2
2019,23062,42,2,1,2
2021,3658,42,2,2,1
2020,3427,42,2,2,1
2019,3135,42,2,2,1
2021,3283,42,2,2,2
2020,3149,42,2,2,2
2019,2759,42,2,2,2
2021,10247,42,3,1,1
2020,10373,42,3,1,1
2019,10335,42,3,1,1
2021,11953,42,3,1,2
2020,12146,42,3,1,2
2019,12220,42,3,1,2
2021,103,42,3,2,1
2020,88,42,3,2,1
2019,82,42,3,2,1
2021,138,42,3,2,2
2020,128,42,3,2,2
2019,110,42,3,2,2
2021,56970,43,1,1,1
2020,57689,43,1,1,1
2019,58183,43,1,1,1
2021,53276,43,1,1,2
2020,53973,43,1,1,2
2019,54461,43,1,1,2
2021,12254,43,1,2,1
2020,12450,43,1,2,1
2019,11879,43,1,2,1
2021,11808,43,1,2,2
2020,11799,43,1,2,2
2019,11349,43,1,2,2
2021,215246,43,2,1,1
2020,213433,43,2,1,1
2019,212518,43,2,1,1
2021,209209,43,2,1,2
2020,207450,43,2,1,2
2019,206995,43,2,1,2
2021,54885,43,2,2,1
2020,54707,43,2,2,1
2019,50390,43,2,2,1
2021,50084,43,2,2,2
2020,49851,43,2,2,2
2019,46955,43,2,2,2
2021,67304,43,3,1,1
2020,66098,43,3,1,1
2019,64911,43,3,1,1
2021,82819,43,3,1,2
2020,81336,43,3,1,2
2019,79828,43,3,1,2
2021,3997,43,3,2,1
2020,3765,43,3,2,1
2019,3377,43,3,2,1
2021,4457,43,3,2,2
2020,4221,43,3,2,2
2019,3818,43,3,2,2
2021,7921,44,1,1,1
2020,7966,44,1,1,1
2019,8064,44,1,1,1
2021,7608,44,1,1,2
2020,7628,44,1,1,2
2019,7705,44,1,1,2
2021,1503,44,1,2,1
2020,1473,44,1,2,1
2019,1397,44,1,2,1
2021,1483,44,1,2,2
2020,1433,44,1,2,2
2019,1377,44,1,2,2
2021,37885,44,2,1,1
2020,37786,44,2,1,1
2019,38046,44,2,1,1
2021,34312,44,2,1,2
2020,34320,44,2,1,2
2019,34531,44,2,1,2
2021,6153,44,2,2,1
2020,5948,44,2,2,1
2019,5580,44,2,2,1
2021,5619,44,2,2,2
2020,5474,44,2,2,2
2019,5120,44,2,2,2
2021,14610,44,3,1,1
2020,14614,44,3,1,1
2019,14679,44,3,1,1
2021,16970,44,3,1,2
2020,17106,44,3,1,2
2019,17267,44,3,1,2
2021,215,44,3,2,1
2020,188,44,3,2,1
2019,161,44,3,2,1
2021,266,44,3,2,2
2020,240,44,3,2,2
2019,210,44,3,2,2
2021,54801,45,1,1,1
2020,55229,45,1,1,1
2019,55482,45,1,1,1
2021,51450,45,1,1,2
2020,51833,45,1,1,2
2019,52258,45,1,1,2
2021,7106,45,1,2,1
2020,7064,45,1,2,1
2019,6474,45,1,2,1
2021,6909,45,1,2,2
2020,6941,45,1,2,2
2019,6358,45,1,2,2
2021,208828,45,2,1,1
2020,206365,45,2,1,1
2019,205858,45,2,1,1
2021,196950,45,2,1,2
2020,194436,45,2,1,2
2019,193650,45,2,1,2
2021,28317,45,2,2,1
2020,27905,45,2,2,1
2019,25329,45,2,2,1
2021,28052,45,2,2,2
2020,27657,45,2,2,2
2019,25059,45,2,2,2
2021,56369,45,3,1,1
2020,56065,45,3,1,1
2019,55165,45,3,1,1
2021,68005,45,3,1,2
2020,67877,45,3,1,2
2019,67205,45,3,1,2
2021,997,45,3,2,1
2020,920,45,3,2,1
2019,782,45,3,2,1
2021,1619,45,3,2,2
2020,1480,45,3,2,2
2019,1224,45,3,2,2
2021,179771,46,1,1,1
2020,183995,46,1,1,1
2019,186796,46,1,1,1
2021,170230,46,1,1,2
2020,174142,46,1,1,2
2019,177232,46,1,1,2
2021,23960,46,1,2,1
2020,24119,46,1,2,1
2019,22277,46,1,2,1
2021,21891,46,1,2,2
2020,22057,46,1,2,2
2019,20301,46,1,2,2
2021,735588,46,2,1,1
2020,736065,46,2,1,1
2019,735690,46,2,1,1
2021,728512,46,2,1,2
2020,729128,46,2,1,2
2019,728886,46,2,1,2
2021,113864,46,2,2,1
2020,113872,46,2,2,1
2019,104223,46,2,2,1
2021,113251,46,2,2,2
2020,113059,46,2,2,2
2019,103610,46,2,2,2
2021,207496,46,3,1,1
2020,204465,46,3,1,1
2019,201263,46,3,1,1
2021,278667,46,3,1,2
2020,275559,46,3,1,2
2019,271409,46,3,1,2
2021,7282,46,3,2,1
2020,6950,46,3,2,1
2019,6101,46,3,2,1
2021,8800,46,3,2,2
2020,8464,46,3,2,2
2019,7336,46,3,2,2
2021,34084,47,1,1,1
2020,34841,47,1,1,1
2019,35525,47,1,1,1
2021,32417,47,1,1,2
2020,33085,47,1,1,2
2019,33721,47,1,1,2
2021,2424,47,1,2,1
2020,2309,47,1,2,1
2019,2141,47,1,2,1
2021,2379,47,1,2,2
2020,2271,47,1,2,2
2019,2034,47,1,2,2
2021,151311,47,2,1,1
2020,152421,47,2,1,1
2019,153472,47,2,1,1
2021,151343,47,2,1,2
2020,152535,47,2,1,2
2019,153661,47,2,1,2
2021,11158,47,2,2,1
2020,10644,47,2,2,1
2019,9710,47,2,2,1
2021,11835,47,2,2,2
2020,11137,47,2,2,2
2019,10098,47,2,2,2
2021,53412,47,3,1,1
2020,52915,47,3,1,1
2019,52018,47,3,1,1
2021,67934,47,3,1,2
2020,67530,47,3,1,2
2019,66366,47,3,1,2
2021,454,47,3,2,1
2020,410,47,3,2,1
2019,350,47,3,2,1
2021,610,47,3,2,2
2020,551,47,3,2,2
2019,450,47,3,2,2
2021,8129,49,1,1,1
2020,8285,49,1,1,1
2019,8461,49,1,1,1
2021,7583,49,1,1,2
2020,7806,49,1,1,2
2019,8036,49,1,1,2
2021,529,49,1,2,1
2020,515,49,1,2,1
2019,478,49,1,2,1
2021,428,49,1,2,2
2020,442,49,1,2,2
2019,410,49,1,2,2
2021,48849,49,2,1,1
2020,49542,49,2,1,1
2019,50453,49,2,1,1
2021,45638,49,2,1,2
2020,46147,49,2,1,2
2019,46896,49,2,1,2
2021,2305,49,2,2,1
2020,2242,49,2,2,1
2019,2192,49,2,2,1
2021,2610,49,2,2,2
2020,2559,49,2,2,2
2019,2409,49,2,2,2
2021,23583,49,3,1,1
2020,23640,49,3,1,1
2019,23629,49,3,1,1
2021,28697,49,3,1,2
2020,29071,49,3,1,2
2019,29282,49,3,1,2
2021,156,49,3,2,1
2020,145,49,3,2,1
2019,128,49,3,2,1
2021,218,49,3,2,2
2020,194,49,3,2,2
2019,165,49,3,2,2
2021,63663,50,1,1,1
2020,64843,50,1,1,1
2019,65802,50,1,1,1
2021,59890,50,1,1,2
2020,61114,50,1,1,2
2019,62064,50,1,1,2
2021,10222,50,1,2,1
2020,10280,50,1,2,1
2019,9681,50,1,2,1
2021,9663,50,1,2,2
2020,9718,50,1,2,2
2019,9112,50,1,2,2
2021,262950,50,2,1,1
2020,264195,50,2,1,1
2019,264922,50,2,1,1
2021,259156,50,2,1,2
2020,259882,50,2,1,2
2019,260723,50,2,1,2
2021,47799,50,2,2,1
2020,48081,50,2,2,1
2019,44157,50,2,2,1
2021,46863,50,2,2,2
2020,47857,50,2,2,2
2019,44447,50,2,2,2
2021,87204,50,3,1,1
2020,86793,50,3,1,1
2019,85803,50,3,1,1
2021,116303,50,3,1,2
2020,116234,50,3,1,2
2019,115001,50,3,1,2
2021,1516,50,3,2,1
2020,1410,50,3,2,1
2019,1174,50,3,2,1
2021,2223,50,3,2,2
2020,2121,50,3,2,2
2019,1807,50,3,2,2
2021,8428,51,1,1,1
2020,8762,51,1,1,1
2019,8974,51,1,1,1
2021,8152,51,1,1,2
2020,8445,51,1,1,2
2019,8614,51,1,1,2
2021,381,51,1,2,1
2020,442,51,1,2,1
2019,510,51,1,2,1
2021,346,51,1,2,2
2020,395,51,1,2,2
2019,446,51,1,2,2
2021,26687,51,2,1,1
2020,26585,51,2,1,1
2019,26807,51,2,1,1
2021,24886,51,2,1,2
2020,24883,51,2,1,2
2019,24972,51,2,1,2
2021,2066,51,2,2,1
2020,2222,51,2,2,1
2019,2216,51,2,2,1
2021,2259,51,2,2,2
2020,2324,51,2,2,2
2019,2309,51,2,2,2
2021,4494,51,3,1,1
2020,4373,51,3,1,1
2019,4247,51,3,1,1
2021,5503,51,3,1,2
2020,5449,51,3,1,2
2019,5371,51,3,1,2
2021,152,51,3,2,1
2020,158,51,3,2,1
2019,158,51,3,2,1
2021,163,51,3,2,2
2020,164,51,3,2,2
2019,153,51,3,2,2
2021,9033,52,1,1,1
2020,9090,52,1,1,1
2019,9100,52,1,1,1
2021,8666,52,1,1,2
2020,8716,52,1,1,2
2019,8702,52,1,1,2
2021,1405,52,1,2,1
2020,1628,52,1,2,1
2019,1656,52,1,2,1
2021,1291,52,1,2,2
2020,1464,52,1,2,2
2019,1468,52,1,2,2
2021,24646,52,2,1,1
2020,24775,52,2,1,1
2019,24709,52,2,1,1
2021,22897,52,2,1,2
2020,22859,52,2,1,2
2019,22699,52,2,1,2
2021,4323,52,2,2,1
2020,4553,52,2,2,1
2019,4497,52,2,2,1
2021,4682,52,2,2,2
2020,4785,52,2,2,2
2019,4780,52,2,2,2
2021,3775,52,3,1,1
2020,3669,52,3,1,1
2019,3510,52,3,1,1
2021,4633,52,3,1,2
2020,4604,52,3,1,2
2019,4501,52,3,1,2
2021,421,52,3,2,1
2020,447,52,3,2,1
2019,422,52,3,2,1
2021,489,52,3,2,2
2020,486,52,3,2,2
2019,443,52,3,2,2
